Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),Tstamp,exit_flag,H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,23.97,10.0,10.0,18.847147272656994,1000,3215.9243583740144,0.007776538897733221,0.0744199620604115,0.0807738814993954,342.32573746606533,1721230114.2648225,None,22510617,30578946,32848007,30718568,136804,124877,138858,120203,6432,407,3806,2530,613,6254,3094,4213,4748,3639,7958,658,4858,3477,678,7246
None,23.97,10.0,10.0,19.005344805377995,1000,3234.142849258215,0.0077997348220322765,0.0767686904164576,0.07807988450433109,345.94495054625145,1721230135.9891882,None,22689051,30792739,33077060,30954114,138975,126550,141147,121803,6702,437,3779,2584,634,6178,3287,4328,4787,3718,7959,627,4819,3589,671,7367
None,23.97,10.0,10.0,18.85262605640898,1000,3390.0317021497044,0.00798889913596097,0.08199545235306277,0.08183980047561046,308.83112002615786,1721230919.441658,None,22509100,30243166,32710954,30730282,145331,129358,147247,128866,6868,442,3892,2714,748,6455,3218,4598,5016,3823,8069,677,5383,3513,734,7761
None,23.97,10.0,10.0,18.95895685534998,1000,3424.8192290008446,0.008069462461279209,0.08248885285772192,0.08316741566642016,301.1592834063366,1721230941.0978053,None,22532570,30349402,32793518,30766736,147692,130520,148772,129054,7062,483,4072,2712,738,6519,3208,4581,4967,3907,8195,709,5470,3633,753,7922
None,23.97,10.0,10.0,18.953413988089004,1000,3238.6249800999044,0.007766891527386023,0.07854117309210999,0.08027744270205066,323.5807839111193,1721231723.9362426,None,22531808,30393159,32876038,30806665,141985,127353,144500,121804,6725,449,3891,2493,645,6110,3146,4284,4756,3676,7897,653,5055,3573,678,7352
None,23.97,10.0,10.0,18.906365621259013,1000,3284.766688853679,0.007851771924269198,0.07743471259539313,0.07894736842105263,342.3804646634236,1721231745.612059,None,22551248,30356687,32833560,30827349,142759,127596,144194,122121,6910,456,3849,2622,650,6267,3110,4231,4934,3736,8076,665,4971,3571,661,7394
