Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),Tstamp,exit_flag,H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,39.96,10.0,1,93.811979757229,1000,8.303843517810117,0.0004694280045606152,0.07878787878787878,0.06306306306306306,1.090378774172124,1721214925.8322287,None,11743481,16346773,17497984,16662061,9996,10791,17047,6404,83,3,42,25,10,69,47,44,70,54,116,4,56,54,10,92
None,39.96,10.0,1,93.64776606977095,1000,8.44654424976541,0.0005235078857609209,0.05027932960893855,0.04564315352697095,1.8786163053637395,1721216445.9609356,None,11698482,16465200,17590608,16658656,6870,8076,16725,4908,75,4,49,34,5,95,40,42,63,42,125,3,54,47,8,105
None,39.96,10.0,1,93.86959375291282,1000,8.394624590303481,0.0005206968813550916,0.03825136612021858,0.09090909090909091,1.3695263570444014,1721217965.463652,None,11746358,16485068,17577267,16687837,6949,8019,16741,4937,78,4,43,28,3,98,39,58,64,46,98,7,61,46,13,102
