Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),Tstamp,exit_flag,angle,H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,49.93,0.0,1.0,112.46868067720588,50,6.27730311895697,9.819656142241315e-05,0.08585858585858586,0.05405405405405406,0.8604049805676253,1728920170.0674016,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,123,12,41,66,5,58,47,45,56,48,69,6,37,20,2,71
None,49.93,0.0,1.0,112.46868067720588,60,7.468745920572032,0.00011683443568672387,0.08482142857142858,0.07103825136612021,0.788959757185963,1728920173.4237304,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,142,14,51,80,5,63,56,51,68,62,81,7,41,24,6,89
None,49.93,0.0,1.0,112.46868067720588,70,8.64240599380478,0.00013519413272320904,0.08627450980392157,0.06481481481481481,0.9931014904859605,1728920176.75111,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,160,14,61,90,8,73,64,58,80,73,100,8,47,28,6,102
None,49.93,0.0,1.0,112.46868067720588,80,9.522651048729342,0.00014896390550057294,0.09621993127147767,0.0641025641025641,0.9502797889098096,1728920180.1030173,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,178,18,63,100,10,85,68,68,88,77,110,9,52,30,6,109
None,49.93,0.0,1.0,112.46868067720588,90,10.465135652992002,0.0001637072985753262,0.10158730158730159,0.06741573033707865,0.8884276196650894,1728920183.4561963,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,188,21,69,110,11,95,74,72,94,83,131,12,57,36,6,118
None,49.93,0.0,1.0,112.46868067720588,100,11.469859806592764,0.0001794243119474688,0.09826589595375723,0.06944444444444445,0.9902997522598995,1728920186.799529,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,207,22,75,123,12,105,85,79,104,90,142,14,58,42,6,126
None,49.93,0.0,1.0,112.46868067720588,110,12.376778954090797,0.00019361135056657097,0.10187667560321716,0.06752411575562701,1.042546215671939,1728920190.1513798,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,220,24,79,137,14,115,89,89,109,97,153,15,61,47,6,137
None,49.93,0.0,1.0,112.46868067720588,120,13.479308113794287,0.00021085833869175402,0.09950248756218906,0.06470588235294118,1.2585260694420433,1728920193.5078602,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,240,25,87,150,15,122,97,98,118,103,169,16,68,53,6,149
None,49.93,0.0,1.0,112.46868067720588,130,14.288422255189591,0.00022351540255781578,0.10688836104513064,0.06963788300835655,1.0357018411770107,1728920196.8416884,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,248,29,93,165,16,128,106,103,124,107,178,18,70,59,7,156
None,49.93,0.0,1.0,112.46868067720588,140,15.275363680408038,0.00023895423870213286,0.10244988864142539,0.06940874035989718,1.218767052995734,1728920200.1676455,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,264,30,99,176,16,139,117,106,132,110,195,18,78,62,9,167
None,49.93,0.0,1.0,112.46868067720588,150,16.0311296366564,0.000250776770884718,0.1,0.0705596107055961,1.3065038780235516,1728920203.5032673,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,275,30,107,181,17,148,124,111,135,121,206,20,80,63,9,176
None,49.93,0.0,1.0,112.46868067720588,160,16.849135142242858,0.00026357292336469254,0.10344827586206896,0.0675990675990676,1.3754681571049832,1728920206.8729985,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,287,31,114,191,20,155,131,113,137,127,217,20,90,70,9,183
None,49.93,0.0,1.0,112.46868067720588,170,17.738271561358577,0.0002774817847559692,0.10617760617760617,0.06373626373626373,1.504391587231856,1728920210.2212205,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,297,33,124,194,22,166,139,117,144,134,232,20,96,74,9,194
None,49.93,0.0,1.0,112.46868067720588,180,18.440689332459993,0.0002884697852550777,0.10634328358208955,0.06512605042016807,1.509807034599157,1728920213.5717545,None,0,41384248,38655327,41075033,33404812,50526,162517,43344,78142,310,34,126,200,23,169,147,119,149,139,243,20,104,78,11,202
