Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),Tstamp,exit_flag,angle,H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,33.08,0.0,1.0,78.01979458719595,50,254.49951650165747,0.0024553872801585243,0.044671588112814686,0.025268477574226154,72.10053245627714,1728915649.5772567,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,3585,135,979,1917,101,1462,1289,1057,1649,1179,2363,63,1127,627,57,2266
None,33.08,0.0,1.0,78.01979458719595,60,303.30764295403014,0.0029262834708738577,0.04437728646413234,0.02452364149611856,86.72319051423018,1728915651.7829745,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,4253,154,1177,2304,125,1755,1528,1252,1960,1412,2813,76,1319,757,63,2716
None,33.08,0.0,1.0,78.01979458719595,70,352.34648008816293,0.0033994055364402614,0.04550438596491228,0.02667474992421946,97.87916307430679,1728915654.0027666,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,4898,187,1400,2648,145,2066,1760,1466,2283,1618,3261,100,1548,873,76,3161
None,33.08,0.0,1.0,78.01979458719595,80,397.88620521559994,0.0038387685000987643,0.046667478981357376,0.026994520914071896,109.18866737632818,1728915656.2056122,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,5476,217,1597,2957,166,2348,1996,1660,2555,1833,3725,114,1764,991,88,3556
None,33.08,0.0,1.0,78.01979458719595,90,441.977579951987,0.0042641579160811035,0.047224980690720515,0.026917095346333294,120.84170477490406,1728915658.4205353,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,6006,236,1772,3263,192,2629,2232,1838,2838,2053,4175,129,1948,1117,96,3959
None,33.08,0.0,1.0,78.01979458719595,100,484.8641322391821,0.004677923318952297,0.047054092097325556,0.025910134470318136,134.017473160165,1728915660.6275027,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,6551,251,1955,3576,217,2927,2475,1999,3092,2254,4589,138,2145,1240,99,4321
None,33.08,0.0,1.0,78.01979458719595,110,526.199796054545,0.00507672589643574,0.046149543166138354,0.0258603340712417,146.54766247619648,1728915662.835721,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,7062,265,2133,3894,230,3169,2709,2169,3323,2458,4991,147,2338,1366,110,4690
None,33.08,0.0,1.0,78.01979458719595,120,566.3178201606181,0.005463780801094089,0.046604643074515256,0.025605083637043266,157.53742579185825,1728915665.01258,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,7524,282,2307,4186,254,3441,2933,2329,3577,2632,5386,152,2523,1495,122,5041
None,33.08,0.0,1.0,78.01979458719595,130,604.461986211632,0.005831792109804392,0.04620273794002608,0.02605578385940369,167.96467565963175,1728915667.1776288,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,7954,300,2477,4408,267,3751,3164,2484,3789,2820,5751,164,2669,1640,134,5388
None,33.08,0.0,1.0,78.01979458719595,140,640.6963805080757,0.0061813781211363895,0.04639851771790319,0.025685497191939213,178.38051703123543,1728915669.3756082,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,8312,318,2647,4683,283,4040,3360,2617,3981,3011,6113,171,2841,1786,140,5684
None,33.08,0.0,1.0,78.01979458719595,150,675.6746833149363,0.006518845480501448,0.04649966943362962,0.025998433829287394,187.41647965409936,1728915671.5621426,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,8657,337,2790,4914,296,4323,3571,2743,4165,3202,6487,184,3001,1947,148,5951
None,33.08,0.0,1.0,78.01979458719595,160,707.1666913751988,0.0068226773976725556,0.04655898876404494,0.026024528866287765,196.01202192400797,1728915673.7597663,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,8978,354,2933,5120,309,4599,3772,2838,4317,3331,6806,195,3163,2087,153,6218
None,33.08,0.0,1.0,78.01979458719595,170,738.4279887537011,0.007124283439992591,0.046953114443994054,0.025761792621137515,204.55174056385195,1728915675.9525118,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,9266,368,3065,5308,327,4841,3947,2959,4501,3492,7159,200,3313,2212,161,6493
None,33.08,0.0,1.0,78.01979458719595,180,766.4593365875612,0.007394727234397642,0.047997913134211555,0.025206043956043957,211.70400796117465,1728915678.153299,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,9497,386,3199,5473,350,5101,4145,3049,4649,3620,7448,203,3433,2337,164,6745
None,33.08,0.0,1.0,78.01979458719595,190,792.4271055456775,0.007645261814857009,0.047673170423691354,0.02560862046029001,218.59254053590863,1728915680.3506784,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,9718,395,3317,5644,360,5364,4331,3133,4773,3755,7721,214,3542,2459,171,6928
None,33.08,0.0,1.0,78.01979458719595,200,818.0488084811536,0.00789245758303977,0.04763069397737695,0.026020868221048564,224.8521881518151,1728915682.5365112,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,9943,412,3431,5780,367,5633,4470,3221,4886,3895,7997,224,3674,2586,180,7125
None,33.08,0.0,1.0,78.01979458719595,210,841.9786330837218,0.008123330268981346,0.048227878211227405,0.025769326995246436,230.8997289662836,1728915684.84248,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,10127,433,3552,5880,378,5878,4644,3300,4986,4019,8242,229,3800,2706,183,7334
None,33.08,0.0,1.0,78.01979458719595,220,863.4603610076127,0.008330583949558788,0.048605069311524855,0.02546296296296296,236.78537462717696,1728915687.0395515,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,10290,448,3650,5997,390,6113,4780,3375,5066,4115,8510,232,3909,2818,186,7488
None,33.08,0.0,1.0,78.01979458719595,230,883.4809212803559,0.008523740422746118,0.0489201292443739,0.025727866904337492,241.06466856061724,1728915689.2260215,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,10434,463,3738,6105,400,6344,4908,3432,5132,4220,8754,237,3981,2942,196,7643
None,33.08,0.0,1.0,78.01979458719595,240,902.2197555433204,0.008704530924538613,0.04869246571539615,0.025615706319702603,246.883178097312,1728915691.4213705,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,10563,473,3813,6197,404,6571,5037,3489,5192,4312,8977,240,4071,3053,201,7798
None,33.08,0.0,1.0,78.01979458719595,250,919.0103662714213,0.008866525149810955,0.04884430876580898,0.02549914432401597,251.4600686437508,1728915693.6085358,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,10667,482,3890,6270,414,6781,5155,3535,5257,4393,9158,242,4147,3180,205,7925
None,33.08,0.0,1.0,78.01979458719595,260,934.9550378330682,0.00902035783396271,0.048847038681718476,0.025691367027542492,255.34557549705497,1728915695.7916577,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,10772,494,3964,6350,419,7006,5259,3575,5298,4477,9323,248,4220,3284,210,8046
None,33.08,0.0,1.0,78.01979458719595,270,949.7333387258166,0.009162937484145161,0.0489550981733958,0.025703254274682848,259.13236350851673,1728915697.9913287,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,10863,503,4039,6394,427,7204,5359,3617,5331,4554,9504,251,4289,3388,215,8160
None,33.08,0.0,1.0,78.01979458719595,280,963.5759796314265,0.009296489975209384,0.04922534846365097,0.02590335219851981,261.8475446121617,1728915700.1899228,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,10946,515,4104,6446,435,7403,5466,3654,5370,4627,9648,255,4349,3487,221,8252
None,33.08,0.0,1.0,78.01979458719595,290,977.0597372542984,0.009426579994283053,0.04918032786885246,0.025852821282986483,265.73487487545526,1728915702.3907025,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11015,523,4164,6489,440,7603,5574,3685,5399,4694,9811,258,4405,3595,224,8351
None,33.08,0.0,1.0,78.01979458719595,300,988.8516165442624,0.009540346931115539,0.049296839558445486,0.02591689633241467,268.5300979029385,1728915704.5877378,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11081,531,4212,6526,447,7780,5665,3714,5425,4742,9945,262,4468,3691,227,8434
None,33.08,0.0,1.0,78.01979458719595,310,999.5540287259145,0.009643602792262415,0.04926206621459912,0.02587654839386941,271.61615381832877,1728915706.7895474,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11137,537,4267,6559,451,7931,5753,3745,5444,4796,10056,263,4523,3790,230,8503
None,33.08,0.0,1.0,78.01979458719595,320,1009.7565677637529,0.009742035924565306,0.04910758307859185,0.025942292695606967,274.5481467737413,1728915708.9976728,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11181,544,4308,6592,452,8105,5839,3771,5464,4848,10157,265,4570,3872,234,8579
None,33.08,0.0,1.0,78.01979458719595,330,1018.7030153120081,0.009828350404901256,0.04944303302716435,0.02596397047437155,276.1933003381929,1728915711.1775186,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11211,552,4365,6625,460,8245,5899,3792,5487,4898,10252,265,4617,3955,238,8618
None,33.08,0.0,1.0,78.01979458719595,340,1027.200858756841,0.009910336795249015,0.04911125102920521,0.026168894351410867,278.67511093238016,1728915713.3806944,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11255,553,4404,6648,461,8378,5959,3802,5502,4947,10340,266,4654,4052,245,8676
None,33.08,0.0,1.0,78.01979458719595,350,1035.3398189189356,0.00998886071360622,0.04891278260452167,0.026212653331297398,281.20455649884025,1728915715.5660906,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11301,555,4443,6663,464,8513,6016,3823,5520,4996,10414,268,4698,4138,247,8718
None,33.08,0.0,1.0,78.01979458719595,360,1042.5815708741852,0.010058728451987041,0.048745656209834815,0.026290510137014004,283.33310072207485,1728915717.7475848,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11336,557,4466,6687,467,8647,6062,3844,5532,5028,10501,271,4743,4194,249,8758
None,33.08,0.0,1.0,78.01979458719595,370,1049.2593633851322,0.010123155162954133,0.048897909095199886,0.026400482751684603,284.5052024212135,1728915719.9894426,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11372,565,4501,6709,471,8779,6110,3854,5545,5055,10562,273,4765,4251,252,8799
None,33.08,0.0,1.0,78.01979458719595,380,1055.7320797345146,0.010185603318498052,0.048883270122208174,0.026452645264526453,286.1500890538575,1728915722.2124145,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11403,570,4528,6722,474,8910,6150,3866,5559,5086,10630,275,4791,4311,254,8839
None,33.08,0.0,1.0,78.01979458719595,390,1061.4998467785188,0.01024125018977481,0.04895397489539749,0.026514774649288628,287.38128181335276,1728915724.4154987,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11425,575,4554,6743,478,9032,6180,3877,5571,5111,10698,276,4804,4366,257,8871
None,33.08,0.0,1.0,78.01979458719595,400,1067.1907102619361,0.01029615510276788,0.048870617580488704,0.026584158415841583,288.92002179281707,1728915726.615477,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11446,578,4580,6750,480,9145,6222,3883,5585,5143,10759,276,4825,4425,261,8904
None,33.08,0.0,1.0,78.01979458719595,410,1072.010000058704,0.010342651155212462,0.048979966917845986,0.026623280579795888,289.8649317768561,1728915728.828896,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11463,586,4603,6756,480,9235,6257,3890,5597,5173,10815,278,4841,4474,262,8928
None,33.08,0.0,1.0,78.01979458719595,420,1076.2012441106804,0.010383087881673574,0.049178827942723824,0.02692213215426185,289.7069985128092,1728915731.0326772,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11470,591,4616,6762,484,9314,6296,3904,5602,5191,10853,280,4860,4520,268,8954
None,33.08,0.0,1.0,78.01979458719595,430,1080.2130465212877,0.010421793372139408,0.04928103385511467,0.027001862197392923,290.32837201617656,1728915733.2333822,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11492,597,4630,6768,486,9401,6330,3911,5607,5210,10886,281,4881,4559,270,8969
None,33.08,0.0,1.0,78.01979458719595,440,1083.8403311289615,0.010456789071186794,0.04922491161272777,0.027172319421366435,290.9559022930919,1728915735.438809,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11514,599,4644,6772,487,9462,6359,3918,5619,5226,10919,285,4893,4606,271,8987
None,33.08,0.0,1.0,78.01979458719595,450,1087.7624127188842,0.01049462894365499,0.049176629821791114,0.027370574197633078,291.56495387291767,1728915737.6347837,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11538,602,4657,6778,488,9537,6390,3929,5623,5247,10957,287,4903,4642,275,9014
None,33.08,0.0,1.0,78.01979458719595,460,1091.1077176044066,0.01052690412899551,0.049346096804637994,0.02750777604976672,291.68151468533733,1728915739.8334286,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11556,610,4669,6786,488,9597,6419,3938,5630,5266,10983,289,4917,4676,277,9027
None,33.08,0.0,1.0,78.01979458719595,470,1094.4273879697334,0.010558931994908134,0.04946284691136974,0.027534054001648166,292.22244291374074,1728915742.0317788,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11569,612,4681,6794,493,9666,6443,3944,5637,5285,11012,290,4925,4709,278,9049
None,33.08,0.0,1.0,78.01979458719595,480,1097.6701547744735,0.010590217902537068,0.04950495049504951,0.027784500701873275,292.283854712958,1728915744.2453096,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11581,614,4699,6804,496,9731,6467,3953,5648,5298,11026,291,4940,4750,283,9059
None,33.08,0.0,1.0,78.01979458719595,490,1100.336144874813,0.010615939123038326,0.049624260749699854,0.027980476489634174,292.1616012170562,1728915746.439597,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11593,616,4711,6810,500,9780,6494,3957,5654,5310,11047,293,4957,4773,286,9067
None,33.08,0.0,1.0,78.01979458719595,500,1102.8483278539793,0.010640176426972204,0.04966740576496674,0.028033775633293123,292.57692352816997,1728915748.6232502,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11603,618,4720,6816,502,9827,6509,3965,5657,5331,11065,295,4969,4802,286,9079
None,33.08,0.0,1.0,78.01979458719595,510,1105.0785311109944,0.010661693217199217,0.04972571226331623,0.02817647625469608,292.6283658228886,1728915750.8244753,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11617,619,4731,6821,505,9863,6525,3968,5660,5339,11082,297,4982,4826,288,9095
None,33.08,0.0,1.0,78.01979458719595,520,1107.0908409463468,0.010681107792289108,0.049708634999117075,0.02824016164726258,293.0214526137515,1728915753.0238569,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11627,620,4736,6823,506,9899,6542,3975,5670,5348,11094,299,4991,4852,288,9105
None,33.08,0.0,1.0,78.01979458719595,530,1108.9621609206238,0.010699162110525568,0.04976877339792997,0.028407998461834262,292.9001799651396,1728915755.2305253,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11636,621,4742,6826,509,9939,6560,3981,5675,5354,11102,301,5001,4873,290,9111
None,33.08,0.0,1.0,78.01979458719595,540,1111.1410951372475,0.010720184261896788,0.04999341035891578,0.028373901771568486,293.0416330062963,1728915757.4350464,None,0,27294898,25731774,27502551,21910967,139227,214177,132878,152089,11647,625,4756,6832,513,9978,6574,3983,5682,5366,11120,301,5007,4899,290,9118
