Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),Tstamp,exit_flag,angle,H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,47.07,0.0,1.0,106.67827887106009,170,32.67769256207685,0.0005052687498556662,0.06955530216647662,0.03098927294398093,7.130420589924053,1728918025.8780253,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,526,35,178,325,26,290,242,195,252,242,388,16,205,131,10,425
None,47.07,0.0,1.0,106.67827887106009,180,33.88693591850482,0.0005239663025611686,0.0781078107810781,0.030612244897959183,6.8971842461368915,1728918029.0093966,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,534,42,182,336,29,304,251,198,259,245,411,16,214,139,11,444
None,47.07,0.0,1.0,106.67827887106009,190,35.19929304951192,0.0005442582202260547,0.0819327731092437,0.03176341730558598,6.82667873653059,1728918032.114769,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,549,45,188,345,33,325,261,201,265,259,421,18,222,149,11,463
None,47.07,0.0,1.0,106.67827887106009,200,36.4085364059399,0.0005629557729315569,0.083248730964467,0.03304904051172708,6.863309420194185,1728918035.2102761,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,562,49,194,357,33,341,270,209,276,268,436,19,228,159,12,471
None,47.07,0.0,1.0,106.67827887106009,210,37.45842211074558,0.0005791893070634659,0.08316831683168317,0.03202479338842975,7.160320821100882,1728918038.342485,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,572,51,198,366,33,354,278,213,280,278,456,19,237,168,12,481
None,47.07,0.0,1.0,106.67827887106009,220,38.49893383604407,0.00059527789892634,0.08341323106423777,0.034,7.157639797617664,1728918041.4694176,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,588,53,203,374,34,368,284,218,283,285,471,19,240,177,15,495
None,47.07,0.0,1.0,106.67827887106009,230,39.41758382774904,0.0006094822412917603,0.08450704225352113,0.03515625,7.144651096117095,1728918044.592934,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,601,54,212,382,36,374,292,224,286,291,484,20,243,186,16,504
None,47.07,0.0,1.0,106.67827887106009,240,40.3549817784684,0.0006239764681952505,0.08584474885844749,0.03444976076555024,7.29044680205604,1728918047.7546835,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,612,57,216,388,37,389,299,226,293,296,497,20,251,196,16,512
None,47.07,0.0,1.0,106.67827887106009,250,41.179891975101434,0.0006367313878703218,0.08617594254937164,0.033962264150943396,7.464597356107828,1728918050.8760166,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,614,58,219,396,38,404,304,234,298,304,508,20,260,204,16,516
None,47.07,0.0,1.0,106.67827887106009,260,41.9579322741985,0.0006487615962002186,0.08473080317740513,0.035283194057567316,7.576258161351656,1728918054.0634496,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,619,58,227,402,38,418,310,234,303,309,515,20,269,212,18,524
None,47.07,0.0,1.0,106.67827887106009,270,42.79221645033873,0.0006616614581443248,0.08541846419327007,0.035454545454545454,7.658996955402475,1728918057.2239017,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,627,61,233,405,38,433,317,237,304,314,527,21,278,218,18,534
None,47.07,0.0,1.0,106.67827887106009,280,43.429647056827896,0.0006715175324386981,0.08517887563884156,0.0351985559566787,7.817414115037156,1728918060.4652226,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,629,61,239,410,39,445,321,238,311,324,533,21,284,224,18,536
None,47.07,0.0,1.0,106.67827887106009,290,43.898346032187575,0.0006787646458904432,0.08473154362416108,0.035746201966041107,7.8781713974773915,1728918063.593475,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,638,62,243,410,39,453,325,239,314,326,540,21,288,227,19,539
None,47.07,0.0,1.0,106.67827887106009,300,44.42328888459041,0.0006868814129563977,0.08450704225352113,0.036283185840707964,7.932946461342942,1728918066.696723,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,642,63,244,413,39,463,329,241,316,336,546,21,293,230,20,543
None,47.07,0.0,1.0,106.67827887106009,310,44.86386592142851,0.000693693699601038,0.08524590163934426,0.03602811950790861,7.9818658104120255,1728918069.8265755,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,645,64,246,415,40,471,333,243,318,339,553,21,296,238,20,544
None,47.07,0.0,1.0,106.67827887106009,320,45.398182753338546,0.0007019554089360274,0.08582995951417004,0.036521739130434785,7.978593363960394,1728918072.9382603,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,652,65,247,421,41,477,339,249,319,343,559,22,297,243,20,549
None,47.07,0.0,1.0,106.67827887106009,330,45.82938581066945,0.0007086227533116329,0.0856,0.0378657487091222,7.927801615493297,1728918076.0662475,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,657,66,248,421,41,486,342,250,320,351,566,24,299,246,20,552
None,47.07,0.0,1.0,106.67827887106009,340,46.17622305243562,0.0007139856172659242,0.08564631245043616,0.03741496598639456,8.032814841304843,1728918079.1915889,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,658,67,252,421,41,495,344,251,320,352,574,24,301,248,20,558
None,47.07,0.0,1.0,106.67827887106009,350,46.52306029420178,0.0007193484812202156,0.08575924468922108,0.03709949409780776,8.118607228476897,1728918082.3290806,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,659,68,254,422,41,503,345,252,320,356,578,24,302,255,20,564
None,47.07,0.0,1.0,106.67827887106009,360,46.95426335153268,0.0007260158255958211,0.08709175738724728,0.03759398496240601,8.03300454922594,1728918085.45166,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,661,70,256,426,42,513,345,253,320,358,585,25,305,263,20,567
None,47.07,0.0,1.0,106.67827887106009,370,47.3760924293564,0.0007325382277023916,0.08866615265998458,0.037251655629139076,8.017269367036434,1728918088.5725605,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,664,72,258,427,43,518,350,254,320,365,593,25,308,267,20,570
None,47.07,0.0,1.0,106.67827887106009,380,47.779173548165716,0.0007387707452708923,0.08868501529051988,0.03776683087027915,8.026350183689098,1728918091.699119,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,665,73,260,429,43,527,352,254,321,368,599,26,310,277,20,573
None,47.07,0.0,1.0,106.67827887106009,390,48.07914089239591,0.0007434088978800093,0.08787878787878788,0.038461538461538464,8.064243265817856,1728918094.8238883,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,667,73,260,430,43,537,354,254,321,373,602,26,312,283,21,573
None,47.07,0.0,1.0,106.67827887106009,400,48.463474052190854,0.0007493515309104402,0.08954100827689992,0.03983739837398374,7.839401316937161,1728918097.9450374,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,669,75,263,432,44,541,359,256,323,374,607,27,313,291,22,574
None,47.07,0.0,1.0,106.67827887106009,410,48.69782353987069,0.0007529750876363127,0.08900523560209424,0.03977272727272727,7.928252607077361,1728918101.078614,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,671,75,265,432,44,547,362,257,326,376,608,27,313,295,22,575
None,47.07,0.0,1.0,106.67827887106009,420,48.95092098656492,0.000756888528900255,0.09117865085248332,0.040453074433656956,7.715705645296213,1728918104.1925826,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,672,78,265,432,45,554,363,258,326,381,608,27,314,298,23,578
None,47.07,0.0,1.0,106.67827887106009,430,49.222766392273535,0.0007610918547022672,0.09117647058823529,0.04035512510088781,7.76974866359528,1728918107.30654,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,672,79,268,433,45,564,364,259,327,385,610,27,314,302,23,579
None,47.07,0.0,1.0,106.67827887106009,440,49.42899394143179,0.0007642805846210351,0.09210526315789473,0.04102976669348351,7.650322668159043,1728918110.4158862,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,674,81,269,433,45,568,365,261,327,386,611,28,317,304,23,581
None,47.07,0.0,1.0,106.67827887106009,450,49.72896128566199,0.0007689187372301519,0.0944081336238199,0.042502004811547714,7.343391838150664,1728918113.517378,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,676,85,271,436,45,571,370,262,328,390,613,30,318,306,23,581
None,47.07,0.0,1.0,106.67827887106009,460,49.94456281432744,0.0007722524094179546,0.0953757225433526,0.04223107569721116,7.327045013144923,1728918116.6167018,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,676,87,272,436,45,576,371,262,329,392,616,30,319,308,23,586
None,47.07,0.0,1.0,106.67827887106009,470,50.11329444545692,0.0007748613702605828,0.09582132564841499,0.04372019077901431,7.148553408491999,1728918119.7308502,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,677,88,273,437,45,578,371,262,331,394,617,31,319,313,24,586
None,47.07,0.0,1.0,106.67827887106009,480,50.39451383067273,0.0007792096383316298,0.09591982820329277,0.04509493670886076,7.0272631657268825,1728918122.8452454,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,677,88,274,437,46,586,375,264,332,397,621,32,320,316,25,586
None,47.07,0.0,1.0,106.67827887106009,490,50.55387148229502,0.0007816736569052232,0.09578270192994996,0.04488188976377953,7.084444334890924,1728918125.9414663,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,678,88,275,438,46,587,376,265,332,399,625,32,320,319,25,588
None,47.07,0.0,1.0,106.67827887106009,500,50.7319770929317,0.0007844275600168864,0.09659090909090909,0.044846577498033044,7.047093898238648,1728918129.0415213,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,681,90,277,439,46,591,377,266,332,399,626,32,323,320,25,588
None,47.07,0.0,1.0,106.67827887106009,510,50.82571688800363,0.0007858769827072353,0.09645390070921986,0.04477611940298507,7.07925244863429,1728918132.1534593,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,682,90,277,440,46,592,378,266,333,399,627,32,325,321,25,589
None,47.07,0.0,1.0,106.67827887106009,520,50.97570056011873,0.0007881960590117937,0.09752650176678446,0.04549019607843137,6.932008528508248,1728918135.2600164,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,682,92,277,440,46,595,381,266,334,402,628,32,326,322,26,589
None,47.07,0.0,1.0,106.67827887106009,530,51.12568423223383,0.0007905151353163522,0.0992258972554539,0.046129788897576234,6.741937372357382,1728918138.4049008,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,684,95,277,441,46,596,381,267,336,403,631,32,326,323,27,589
None,47.07,0.0,1.0,106.67827887106009,540,51.3225378018849,0.000793558922966085,0.10076976906927922,0.046801872074883,6.567130847049189,1728918141.5237966,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,685,98,277,441,46,600,381,267,339,406,632,32,327,326,28,590
None,47.07,0.0,1.0,106.67827887106009,550,51.556887289564735,0.0007971824796919576,0.100974930362117,0.04813664596273292,6.431550075488957,1728918144.6423578,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,685,99,279,443,46,606,382,267,339,409,633,33,328,329,29,593
None,47.07,0.0,1.0,106.67827887106009,560,51.69749698217264,0.0007993566137274811,0.10215427380125087,0.04809930178432894,6.357372698922673,1728918147.7668877,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,685,100,279,443,47,607,385,267,339,411,633,33,330,333,29,594
None,47.07,0.0,1.0,106.67827887106009,570,51.79123677724458,0.0008008060364178302,0.10270645385149202,0.047987616099071206,6.3365852171751955,1728918150.8915098,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,685,100,281,443,48,608,385,267,339,411,634,33,330,336,29,596
None,47.07,0.0,1.0,106.67827887106009,580,51.94122044935967,0.0008031251127223886,0.10442600276625173,0.047876447876447875,6.228335731741629,1728918154.0181975,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,685,102,281,445,49,610,387,268,340,412,636,33,330,337,29,597
None,47.07,0.0,1.0,106.67827887106009,590,52.15682197802512,0.0008064587849101913,0.10515463917525773,0.047802621434078645,6.2036912724283075,1728918157.1591237,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,687,104,282,445,49,615,389,270,342,414,638,33,331,339,29,597
None,47.07,0.0,1.0,106.67827887106009,600,52.29743167063303,0.0008086329189457149,0.10760795065113091,0.04849884526558892,5.945067597937515,1728918160.2729943,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,687,106,282,447,51,615,391,271,342,415,639,34,331,342,29,597
None,47.07,0.0,1.0,106.67827887106009,610,52.46616330176251,0.0008112418797883431,0.10784982935153584,0.04838709677419355,5.95748880411227,1728918163.4562616,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,690,107,282,448,51,617,392,272,343,419,640,34,332,342,29,599
None,47.07,0.0,1.0,106.67827887106009,620,52.634894932891996,0.0008138508406309713,0.10899182561307902,0.04984662576687116,5.721082333759652,1728918166.5957196,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,690,108,283,450,52,618,397,273,343,421,640,34,334,342,31,599
None,47.07,0.0,1.0,106.67827887106009,630,52.756756666485515,0.000815735090128425,0.109979633401222,0.04969418960244648,5.672643960195218,1728918169.7086368,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,691,110,284,450,52,620,397,274,343,421,641,34,335,343,31,602
None,47.07,0.0,1.0,106.67827887106009,640,52.86924442057184,0.0008174743973568438,0.11103588354773189,0.050381679389312976,5.52354848471398,1728918172.8315086,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,692,111,284,452,53,621,398,274,344,421,642,34,336,344,32,602
None,47.07,0.0,1.0,106.67827887106009,650,53.03797605170132,0.000820083358199472,0.11201079622132254,0.05095057034220532,5.399988265962589,1728918175.9700675,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,692,112,285,452,54,624,399,275,347,421,642,35,336,346,32,606
None,47.07,0.0,1.0,106.67827887106009,660,53.14108982628045,0.000821677723158856,0.11230665770006724,0.05167173252279635,5.306378991036534,1728918179.10089,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,694,113,286,452,54,626,400,275,347,421,642,36,336,349,32,606
None,47.07,0.0,1.0,106.67827887106009,670,53.26295155987397,0.0008235619726563097,0.11342281879194631,0.051593323216995446,5.238896802965192,1728918182.2262666,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,694,115,288,452,54,627,400,275,347,422,644,36,337,353,32,606
None,47.07,0.0,1.0,106.67827887106009,680,53.422309211496255,0.000826025991229903,0.11371237458193979,0.05211480362537765,5.173242878452299,1728918185.3447464,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,695,115,288,452,55,630,400,276,348,423,646,37,338,355,32,609
None,47.07,0.0,1.0,106.67827887106009,690,53.544170945089775,0.0008279102407273567,0.11356045424181696,0.053544494720965306,5.037706707021714,1728918188.470548,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,697,115,289,452,55,630,401,277,349,426,646,39,338,357,32,609
None,47.07,0.0,1.0,106.67827887106009,700,53.619162781147324,0.0008290697788796359,0.11392405063291139,0.05425772418990203,4.936849109357343,1728918191.6252081,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,698,116,289,452,55,632,401,277,351,427,646,40,338,357,32,609
None,47.07,0.0,1.0,106.67827887106009,710,53.75977247375523,0.0008312439129151594,0.11347047113470471,0.05421686746987952,4.990445146439205,1728918194.7410395,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,698,116,290,454,55,638,401,277,352,429,647,40,338,359,32,609
None,47.07,0.0,1.0,106.67827887106009,720,53.87226022784155,0.0008329832201435783,0.1164021164021164,0.055639097744360905,4.6110757432400975,1728918197.8987422,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,698,120,290,455,56,638,403,277,352,430,647,41,338,360,33,609
None,47.07,0.0,1.0,106.67827887106009,730,54.00349594094226,0.0008350124119100669,0.11683168316831684,0.05622188905547226,4.524264413867001,1728918201.0052323,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,699,121,292,456,56,639,403,277,353,432,648,42,338,361,33,611
None,47.07,0.0,1.0,106.67827887106009,740,54.06911379749262,0.0008360270077933112,0.11799604482531312,0.0561377245508982,4.447417861489978,1728918204.114849,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,699,123,293,456,56,639,403,277,353,433,649,42,338,362,33,612
None,47.07,0.0,1.0,106.67827887106009,750,54.12535767453578,0.0008368966614075206,0.11791831357048749,0.056843679880329095,4.3805461560928105,1728918207.215817,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,699,123,293,457,56,640,403,277,353,435,649,43,338,363,33,612
None,47.07,0.0,1.0,106.67827887106009,760,54.228471449114906,0.0008384910263669046,0.11884438608010506,0.05754857997010463,4.238882947983174,1728918210.3281152,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,701,124,294,457,57,641,403,279,353,435,649,44,339,364,33,612
None,47.07,0.0,1.0,106.67827887106009,770,54.350333182708425,0.0008403752758643582,0.1199213630406291,0.05750560119492158,4.168745607877569,1728918213.4336028,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,702,125,294,457,58,641,403,282,353,437,649,44,340,367,33,613
None,47.07,0.0,1.0,106.67827887106009,780,54.3878291007372,0.0008409550449404978,0.1199213630406291,0.058165548098434,4.0993695889414905,1728918216.536291,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,702,125,294,457,58,641,404,282,353,437,650,45,340,368,33,613
None,47.07,0.0,1.0,106.67827887106009,790,54.49094287531633,0.0008425494098998818,0.12148922273024167,0.058078927773641105,3.9942462170863156,1728918219.6748803,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,702,127,294,458,59,643,404,284,353,438,650,45,340,368,33,615
None,47.07,0.0,1.0,106.67827887106009,800,54.61280460890985,0.0008444336593973355,0.12320730117340287,0.058736059479553904,3.7978454867772204,1728918222.8024194,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,702,129,294,458,60,643,405,285,353,441,651,45,340,371,34,615
None,47.07,0.0,1.0,106.67827887106009,810,54.725292362996164,0.0008461729666257543,0.12491867273910215,0.060133630289532294,3.521265053204554,1728918225.9627244,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,702,131,295,460,61,643,406,286,353,442,651,45,340,372,36,615
None,47.07,0.0,1.0,106.67827887106009,820,54.83778011708249,0.0008479122738541731,0.12524334847501623,0.06008902077151335,3.508372686388684,1728918229.0856328,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,703,132,295,461,61,645,406,287,354,444,652,45,340,374,36,615
None,47.07,0.0,1.0,106.67827887106009,830,54.98776378919759,0.0008502313501587316,0.12483829236739974,0.06069578090303479,3.483171306662624,1728918232.2026892,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,704,132,296,462,61,649,406,288,354,446,654,46,341,376,36,615
None,47.07,0.0,1.0,106.67827887106009,840,55.10025154328391,0.0008519706573871503,0.12516129032258064,0.06134515890613452,3.3947599502729764,1728918235.3190815,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,705,133,297,463,61,651,408,288,354,447,654,47,341,377,36,616
None,47.07,0.0,1.0,106.67827887106009,850,55.19399133835585,0.0008534200800774993,0.12556342562781714,0.06268436578171091,3.2245976328519643,1728918238.4340944,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,706,134,297,464,61,652,408,289,354,448,655,49,341,378,36,616
None,47.07,0.0,1.0,106.67827887106009,860,55.37209694899253,0.0008561739831891625,0.12628205128205128,0.06397058823529411,3.040983790561426,1728918241.5385485,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,708,136,298,465,61,655,409,289,355,449,656,51,341,381,36,617
None,47.07,0.0,1.0,106.67827887106009,870,55.44708878505008,0.0008573335213414418,0.12779552715654952,0.06397058823529411,2.9284289266836527,1728918244.6488183,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,708,138,298,465,62,657,409,289,355,450,656,51,342,382,36,617
None,47.07,0.0,1.0,106.67827887106009,880,55.606446436672364,0.000859797539915035,0.12738853503184713,0.06378299120234604,2.9884316071374273,1728918247.758182,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,712,138,298,466,62,658,409,289,357,452,656,51,343,384,36,621
None,47.07,0.0,1.0,106.67827887106009,890,55.72830817026588,0.0008616817894124887,0.1288888888888889,0.06442166910688141,2.8104942431332653,1728918250.894357,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,713,140,298,466,63,659,410,291,359,453,656,52,343,384,36,622
None,47.07,0.0,1.0,106.67827887106009,900,55.850169903859396,0.0008635660389099425,0.131396083385976,0.06442166910688141,2.6247530341556042,1728918254.0379462,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,715,145,298,468,63,660,410,291,359,453,656,52,344,386,36,622
None,47.07,0.0,1.0,106.67827887106009,910,55.925161739916945,0.0008647255770622217,0.13249211356466878,0.06437454279444038,2.550068363779604,1728918257.1547675,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,715,147,299,468,63,660,410,292,359,454,657,52,345,387,36,622
None,47.07,0.0,1.0,106.67827887106009,920,56.00952755548169,0.0008660300574835358,0.13341724354940215,0.06437454279444038,2.4838294470137567,1728918260.2733474,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,715,149,299,468,63,662,411,293,359,455,657,52,347,387,36,622
None,47.07,0.0,1.0,106.67827887106009,930,56.1407632685824,0.0008680592492500244,0.13379396984924624,0.06501095690284879,2.3922832196595327,1728918263.3828807,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,715,149,299,468,64,664,411,295,360,460,658,53,347,388,36,622
None,47.07,0.0,1.0,106.67827887106009,940,56.2813729611903,0.0008702333832855479,0.13391739674593242,0.06559766763848396,2.325530300286657,1728918266.4962218,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,717,150,300,468,64,667,412,295,362,461,660,53,347,389,37,622
None,47.07,0.0,1.0,106.67827887106009,950,56.40323469478382,0.0008721176327830016,0.13429106808244848,0.06695778748180495,2.1558204299760426,1728918269.6000319,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,718,151,300,470,64,668,412,295,363,464,660,55,348,390,37,622
None,47.07,0.0,1.0,106.67827887106009,960,56.53447040788453,0.0008741468245494902,0.13457943925233645,0.06758720930232558,2.0714439681648926,1728918272.740133,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,719,152,300,471,64,670,412,295,363,466,661,56,350,393,37,622
None,47.07,0.0,1.0,106.67827887106009,970,56.59071428492769,0.0008750164781636997,0.13619402985074627,0.06758720930232558,1.951297326822937,1728918275.872401,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,719,154,300,472,65,670,412,295,363,467,661,56,350,394,37,622
None,47.07,0.0,1.0,106.67827887106009,980,56.67508010049244,0.0008763209585850138,0.13709677419354838,0.0682643427741467,1.8136702687689712,1728918279.0114572,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,721,156,300,472,65,670,412,295,364,469,661,56,351,394,38,622
None,47.07,0.0,1.0,106.67827887106009,990,56.759445916057174,0.0008776254390063279,0.13782447466007416,0.06894049346879536,1.6894417821632388,1728918282.1103234,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,723,157,300,473,66,672,412,295,364,470,661,57,351,394,38,622
None,47.07,0.0,1.0,106.67827887106009,1000,56.8625596906363,0.0008792198039657118,0.13871763255240444,0.06889050036258158,1.6308171386787953,1728918285.206524,None,0,38889136,36025895,38103977,31517406,51337,156833,43803,77358,724,158,300,474,67,673,413,295,365,471,661,57,351,396,38,623
