Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),Tstamp,exit_flag,H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,29.91,10.0,2.5,36.857686999947006,1000,166.42389957917922,0.0022013734404811693,0.060382916053019146,0.07067757009345794,25.179085678545917,1721297196.3652897,None,10510431,14079357,15272325,14457726,32028,43215,33514,34179,650,39,382,253,43,626,281,441,427,417,801,50,548,315,71,790
None,29.91,10.0,2.5,36.74433325610402,1000,174.63917375433664,0.0022596198458068087,0.0643236074270557,0.07308377896613191,24.300878358617307,1721297752.8125417,None,10746230,14590599,15744606,14837875,32551,43390,34003,34278,739,39,368,253,58,672,316,460,439,441,813,54,568,381,69,747
None,29.91,10.0,2.5,36.75937655869798,1000,195.7595768391041,0.0024356320233095497,0.05392450569203116,0.0814966683751922,28.358650328402444,1721298310.2921772,None,11306962,15232128,16498583,15561991,33549,44436,35182,35791,765,37,453,301,53,814,327,523,494,469,894,82,598,411,77,898
