Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,31.03,0,2.5,36.663458874026,400,500.1164800899357,0.004511058370010376,0.053691275167785234,0.07746878547105562,76.24979694939627,39037023,46720795,30143790,24791637,30842,27258,32347,26983,2954,133,830,1907,171,2404,2004,901,577,1215,1707,159,1313,403,114,1544
