Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,49.03,0,7.5,26.549502985569,400,25.800859638401977,0.0003460998006317288,0.13725490196078433,0.1640625,-2.8502804893707827,81147354,95559033,63138452,52681809,2631,3428,5347,1985,96,9,41,77,19,80,78,28,23,40,54,9,44,22,12,53
