Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,22.0,0,5.0,21.302508771657997,400,8341.55272060802,0.013849179852910766,0.05855027221881562,0.08573384290685072,1068.8437829437717,46239679,53199716,34825327,29552070,278315,224669,253595,248381,28921,1434,8613,18509,1717,21745,18553,8950,5698,11462,16654,1652,13107,3925,1354,15402
