Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,28.0,0,10.0,18.642265731353017,400,3870.6132097797854,0.0068253119327010316,0.07398392652123996,0.10506789864202716,260.34590492214164,74422197,86557329,57827443,48607881,115380,94312,104967,103293,11380,671,3489,7462,940,8784,7444,3713,2342,4589,6637,839,5303,1754,662,6148
