Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,41.0,0,2.5,45.105712230722986,400,53.80693220374182,0.001056079808812696,0.05788712011577424,0.08488612836438923,7.044246543283824,49196761,57944515,37506654,31209944,6540,7478,10943,5071,401,15,146,287,25,250,249,133,67,136,225,17,186,49,24,217
