Corrections,Loss (dB),Fibre Length (km),Power (mW),Acquisition Time (s),Coincidence Window (ps),Brightness (cps),Heralding,Quantum Bit Error Rate,QX,Secure Key Rate (bps),H1550,V1550,D1550,A1550,H780,V780,D780,A780,H1550H780,H1550V780,H1550D780,H1550A780,V1550H780,V1550V780,V1550D780,V1550A780,D1550H780,D1550V780,D1550D780,D1550A780,A1550H780,A1550V780,A1550D780,A1550A780
None,44.019999999999996,0,5.0,30.343270220335,400,50.02756752904931,0.0007118832099589965,0.0598669623059867,0.08041958041958042,6.739402030214324,64145004,74817020,48869646,41179229,4279,5008,7269,3299,225,13,75,149,14,199,173,67,53,112,140,13,110,42,10,123
